'﻿Sensor remetente',' Estado do Paciente',' Enviado às (s)',' Processado às (s)',' Diff (s)',Sensors,'Cycle Time Constraint','Emergency Detection Time Constraint'
Sensor2,ruim,50979,51.0583,0.07929,five,SATISFIED,SATISFIED
Sensor2,bom,51.6728,51.7566,0.08379,five,SATISFIED,SATISFIED
Sensor2,medio,62.5779,62658,0.08011,five,SATISFIED,SATISFIED
Sensor2,bom,62.6778,62.7584,0.08055,five,SATISFIED,SATISFIED
Sensor2,medio,67.6742,67.7549,0.08071,five,SATISFIED,SATISFIED
Sensor2,bom,67.8753,67.9582,0.08292,five,SATISFIED,SATISFIED
Sensor2,medio,67.9792,68.0603,0.08104,five,SATISFIED,SATISFIED
Sensor2,ruim,68278,68.3588,0.08084,five,SATISFIED,SATISFIED
Sensor2,ruim,68.3797,68.4591,0.07935,five,SATISFIED,SATISFIED
Sensor2,ruim,68.4799,68.5585,0.07863,five,SATISFIED,SATISFIED
Sensor2,ruim,77878,77.9565,0.07843,five,SATISFIED,SATISFIED
Sensor2,medio,80.4796,80.5596,0.08007,five,SATISFIED,SATISFIED
Sensor2,bom,80.58,80.6598,0.07982,five,SATISFIED,SATISFIED
Sensor2,ruim,81.7774,81.8598,0.08236,five,SATISFIED,SATISFIED
Sensor2,ruim,82.3742,82.4546,0.08035,five,SATISFIED,SATISFIED
Sensor2,medio,83176,83.2597,0.08371,five,SATISFIED,SATISFIED
Sensor2,medio,83.2804,83.3595,0.07914,five,SATISFIED,SATISFIED
Sensor2,ruim,84.4771,84.5566,0.07945,five,SATISFIED,SATISFIED
Sensor2,ruim,84.5766,84658,0.08136,five,SATISFIED,SATISFIED
Sensor2,medio,84.6786,84.76,0.08133,five,SATISFIED,SATISFIED
Sensor2,ruim,84.7802,84.8594,0.07916,five,SATISFIED,SATISFIED
Sensor2,ruim,85.1769,85257,0.08006,five,SATISFIED,SATISFIED
Sensor2,ruim,85.9761,86.0604,0.08425,five,SATISFIED,SATISFIED
Sensor2,medio,95.2776,95.3592,0.0816,five,SATISFIED,SATISFIED
Sensor2,bom,95.6767,95.7579,0.08122,five,SATISFIED,SATISFIED
Sensor2,ruim,97.3764,97.4571,0.08063,five,SATISFIED,SATISFIED
Sensor2,bom,97.8753,97.9578,0.08245,five,SATISFIED,SATISFIED
Sensor2,medio,103376,103455,0.07972,five,SATISFIED,SATISFIED
Sensor2,ruim,103976,104056,0.08023,five,SATISFIED,SATISFIED
Sensor2,ruim,106974,107058,0.08331,five,SATISFIED,SATISFIED
Sensor2,ruim,107177,107255,0.07761,five,SATISFIED,SATISFIED
Sensor2,ruim,113478,113555,0.07762,five,SATISFIED,SATISFIED
Sensor2,medio,113983,114063,0.08001,five,SATISFIED,SATISFIED
Sensor2,bom,114084,114161,0.07706,five,SATISFIED,SATISFIED
Sensor2,medio,115.68,115.76,0.08073,five,SATISFIED,SATISFIED
Sensor2,bom,115781,115859,0.07807,five,SATISFIED,SATISFIED
Sensor2,medio,116976,117059,0.0829,five,SATISFIED,SATISFIED
Sensor2,medio,117179,117259,0.08004,five,SATISFIED,SATISFIED
Sensor2,ruim,117975,118057,0.08195,five,SATISFIED,SATISFIED
Sensor2,ruim,118178,118256,0.07844,five,SATISFIED,SATISFIED
Sensor2,medio,122376,122457,0.08156,five,SATISFIED,SATISFIED
Sensor2,medio,122478,122559,0.0804,five,SATISFIED,SATISFIED
Sensor2,ruim,126279,126361,0.08241,five,SATISFIED,SATISFIED
Sensor2,medio,127476,127559,0.08237,five,SATISFIED,SATISFIED
Sensor2,ruim,127875,127958,0.08255,five,SATISFIED,SATISFIED
Sensor2,medio,128578,128659,0.08089,five,SATISFIED,SATISFIED
Sensor2,ruim,128782,128859,0.07752,five,SATISFIED,SATISFIED
Sensor2,ruim,130374,130458,0.08323,five,SATISFIED,SATISFIED
Sensor2,ruim,131776,131858,0.08165,five,SATISFIED,SATISFIED
Sensor2,bom,131981,132059,0.07823,five,SATISFIED,SATISFIED
Sensor2,ruim,133575,133657,0.08185,five,SATISFIED,SATISFIED
Sensor2,medio,134575,134658,0.08284,five,SATISFIED,SATISFIED
Sensor2,bom,134778,134856,0.07801,five,SATISFIED,SATISFIED
Sensor2,medio,137774,137856,0.08191,five,SATISFIED,SATISFIED
Sensor2,bom,137877,137958,0.08106,five,SATISFIED,SATISFIED
Sensor2,medio,139976,140057,0.08103,five,SATISFIED,SATISFIED
Sensor2,bom,140577,140659,0.08189,five,SATISFIED,SATISFIED
Sensor2,ruim,142878,142.96,0.0824,five,SATISFIED,SATISFIED
Sensor2,medio,144175,144258,0.08318,five,SATISFIED,SATISFIED
Sensor2,bom,144278,144359,0.08067,five,SATISFIED,SATISFIED
Sensor2,medio,145275,145355,0.08001,five,SATISFIED,SATISFIED
Sensor2,bom,145774,145857,0.08329,five,SATISFIED,SATISFIED
Sensor2,medio,149576,149658,0.08183,five,SATISFIED,SATISFIED
Sensor2,bom,149976,150058,0.08178,five,SATISFIED,SATISFIED
Sensor2,ruim,151175,151257,0.08206,five,SATISFIED,SATISFIED
Sensor2,medio,151974,152056,0.08205,five,SATISFIED,SATISFIED
Sensor2,bom,152077,152.16,0.08267,five,SATISFIED,SATISFIED
Sensor2,medio,156876,156957,0.08123,five,SATISFIED,SATISFIED
Sensor2,bom,156977,157.06,0.08276,five,SATISFIED,SATISFIED
Sensor2,ruim,157877,157958,0.08101,five,SATISFIED,SATISFIED
Sensor2,medio,158776,158857,0.08076,five,SATISFIED,SATISFIED
Sensor2,bom,158878,158961,0.08349,five,SATISFIED,SATISFIED
Sensor2,ruim,163276,163357,0.08028,five,SATISFIED,SATISFIED
Sensor2,medio,163479,163561,0.08179,five,SATISFIED,SATISFIED
Sensor2,bom,163582,163.66,0.07847,five,SATISFIED,SATISFIED
Sensor2,ruim,166178,166259,0.08181,five,SATISFIED,SATISFIED
Sensor2,medio,166678,166.76,0.08205,five,SATISFIED,SATISFIED
Sensor2,ruim,166878,166956,0.07808,five,SATISFIED,SATISFIED
Sensor2,medio,167.58,167.66,0.08014,five,SATISFIED,SATISFIED
Sensor2,medio,167.68,167.76,0.0799,five,SATISFIED,SATISFIED
Sensor2,medio,176076,176157,0.0805,five,SATISFIED,SATISFIED
Sensor2,bom,176382,176459,0.07712,five,SATISFIED,SATISFIED
Sensor2,medio,177977,178057,0.0805,five,SATISFIED,SATISFIED
Sensor2,bom,178576,178658,0.08187,five,SATISFIED,SATISFIED
Sensor2,ruim,180978,181058,0.07975,five,SATISFIED,SATISFIED
Sensor2,ruim,181176,181258,0.08183,five,SATISFIED,SATISFIED
Sensor2,medio,186577,186.66,0.08308,five,SATISFIED,SATISFIED
Sensor2,ruim,186779,186857,0.07782,five,SATISFIED,SATISFIED
Sensor2,medio,187378,187459,0.0813,five,SATISFIED,SATISFIED
Sensor2,bom,187.58,187657,0.07794,five,SATISFIED,SATISFIED
Sensor2,medio,188676,188758,0.08123,five,SATISFIED,SATISFIED
Sensor2,bom,188778,188859,0.08144,five,SATISFIED,SATISFIED
Sensor2,ruim,190176,190257,0.08084,five,SATISFIED,SATISFIED
Sensor2,medio,190478,190561,0.08309,five,SATISFIED,SATISFIED
Sensor2,medio,193878,193958,0.08061,five,SATISFIED,SATISFIED
Sensor2,bom,193979,194.06,0.0809,five,SATISFIED,SATISFIED
Sensor2,ruim,194081,194158,0.07758,five,SATISFIED,SATISFIED
Sensor2,medio,194977,195058,0.08138,five,SATISFIED,SATISFIED
Sensor2,bom,195.18,195258,0.07788,five,SATISFIED,SATISFIED
Sensor2,ruim,195979,196059,0.08077,five,SATISFIED,SATISFIED
Sensor2,medio,196177,196256,0.07849,five,SATISFIED,SATISFIED
Sensor2,medio,196379,196458,0.07874,five,SATISFIED,SATISFIED
Sensor2,ruim,196678,196758,0.0803,five,SATISFIED,SATISFIED
Sensor2,medio,198579,198657,0.07784,five,SATISFIED,SATISFIED
Sensor2,bom,198778,198859,0.08087,five,SATISFIED,SATISFIED
Sensor2,ruim,201176,201257,0.08072,five,SATISFIED,SATISFIED
Sensor2,medio,201278,201359,0.08098,five,SATISFIED,SATISFIED
Sensor2,ruim,201.38,201.46,0.07971,five,SATISFIED,SATISFIED
Sensor2,ruim,202478,202556,0.07867,five,SATISFIED,SATISFIED
Sensor2,ruim,202678,202758,0.08025,five,SATISFIED,SATISFIED
Sensor2,medio,206676,206757,0.08079,five,SATISFIED,SATISFIED
Sensor2,medio,207275,207356,0.08113,five,SATISFIED,SATISFIED
Sensor2,ruim,208078,208.16,0.0817,five,SATISFIED,SATISFIED
Sensor2,ruim,208477,208557,0.08087,five,SATISFIED,SATISFIED
Sensor2,ruim,208578,208659,0.08063,five,SATISFIED,SATISFIED
Sensor2,ruim,211178,211259,0.0817,five,SATISFIED,SATISFIED
Sensor2,ruim,211279,211358,0.07979,five,SATISFIED,SATISFIED
Sensor2,bom,213676,213758,0.08179,five,SATISFIED,SATISFIED
Sensor2,medio,216673,216755,0.0824,five,SATISFIED,SATISFIED
Sensor2,medio,216776,216.86,0.08439,five,SATISFIED,SATISFIED
Sensor2,ruim,218076,218158,0.08181,five,SATISFIED,SATISFIED
Sensor2,medio,218977,219056,0.07942,five,SATISFIED,SATISFIED
Sensor2,ruim,219376,219458,0.08125,five,SATISFIED,SATISFIED
Sensor2,ruim,219579,219658,0.07893,five,SATISFIED,SATISFIED
Sensor2,medio,220079,220159,0.07992,five,SATISFIED,SATISFIED
Sensor2,bom,220.18,220.26,0.08039,five,SATISFIED,SATISFIED
Sensor2,ruim,222178,222255,0.07747,five,SATISFIED,SATISFIED
Sensor2,medio,222475,222555,0.08061,five,SATISFIED,SATISFIED
Sensor2,bom,222675,222753,0.07796,five,SATISFIED,SATISFIED
Sensor2,ruim,224175,224257,0.08127,five,SATISFIED,SATISFIED
Sensor2,ruim,224878,224957,0.0793,five,SATISFIED,SATISFIED
Sensor2,ruim,224978,225.06,0.08202,five,SATISFIED,SATISFIED
Sensor2,medio,225.58,225661,0.08087,five,SATISFIED,SATISFIED
Sensor2,bom,225681,225759,0.07859,five,SATISFIED,SATISFIED
Sensor2,ruim,226177,226259,0.08188,five,SATISFIED,SATISFIED
Sensor2,medio,227776,227858,0.08173,five,SATISFIED,SATISFIED
Sensor2,bom,227979,228057,0.0783,five,SATISFIED,SATISFIED
Sensor2,ruim,228877,228955,0.07769,five,SATISFIED,SATISFIED
Sensor2,ruim,229176,229258,0.08159,five,SATISFIED,SATISFIED
Sensor2,ruim,229478,229556,0.07838,five,SATISFIED,SATISFIED
Sensor2,ruim,230277,230358,0.08093,five,SATISFIED,SATISFIED
Sensor2,medio,230.48,230559,0.07931,five,SATISFIED,SATISFIED
Sensor2,ruim,230.58,230.66,0.07983,five,SATISFIED,SATISFIED
Sensor2,medio,230679,230757,0.07847,five,SATISFIED,SATISFIED
Sensor2,bom,230877,230956,0.07928,five,SATISFIED,SATISFIED
Sensor2,ruim,231876,231958,0.08144,five,SATISFIED,SATISFIED
Sensor2,medio,231978,232059,0.08104,five,SATISFIED,SATISFIED
Sensor2,bom,232079,232159,0.07979,five,SATISFIED,SATISFIED
Sensor2,ruim,240576,240655,0.07908,five,SATISFIED,SATISFIED
Sensor2,ruim,242278,242357,0.07878,five,SATISFIED,SATISFIED
Sensor2,ruim,242778,242858,0.07945,five,SATISFIED,SATISFIED
Sensor2,ruim,243773,243857,0.0836,five,SATISFIED,SATISFIED
Sensor2,ruim,243877,243.96,0.08286,five,SATISFIED,SATISFIED
Sensor2,medio,245977,246056,0.07912,five,SATISFIED,SATISFIED
Sensor2,bom,246178,246258,0.07977,five,SATISFIED,SATISFIED
Sensor2,medio,248278,248362,0.08407,five,SATISFIED,SATISFIED
Sensor2,bom,248481,248555,0.07414,five,SATISFIED,SATISFIED
Sensor2,medio,254977,255056,0.07895,five,SATISFIED,SATISFIED
Sensor2,bom,255277,255358,0.08096,five,SATISFIED,SATISFIED
Sensor2,medio,267676,267758,0.08286,five,SATISFIED,SATISFIED
Sensor2,ruim,267779,267863,0.08352,five,SATISFIED,SATISFIED
Sensor2,ruim,268676,268756,0.08036,five,SATISFIED,SATISFIED
Sensor2,ruim,268776,268858,0.08132,five,SATISFIED,SATISFIED
Sensor2,ruim,270175,270257,0.08146,five,SATISFIED,SATISFIED
Sensor2,medio,270575,270657,0.08215,five,SATISFIED,SATISFIED
Sensor2,bom,270678,270759,0.08058,five,SATISFIED,SATISFIED
Sensor2,ruim,279.98,280059,0.07929,five,SATISFIED,SATISFIED
Sensor2,medio,280376,280457,0.08066,five,SATISFIED,SATISFIED
Sensor2,medio,280583,280661,0.07847,five,SATISFIED,SATISFIED
Sensor2,medio,282382,282461,0.07942,five,SATISFIED,SATISFIED
Sensor2,bom,282482,282559,0.07664,five,SATISFIED,SATISFIED
Sensor2,medio,286977,287059,0.08203,five,SATISFIED,SATISFIED
Sensor2,medio,287376,287458,0.08237,five,SATISFIED,SATISFIED
Sensor2,ruim,291175,291258,0.08338,five,SATISFIED,SATISFIED
Sensor2,medio,291573,291655,0.08171,five,SATISFIED,SATISFIED
Sensor2,ruim,291977,292.06,0.08257,five,SATISFIED,SATISFIED
Sensor2,medio,293777,293857,0.08049,five,SATISFIED,SATISFIED
Sensor2,bom,293875,293955,0.07962,five,SATISFIED,SATISFIED
Sensor2,ruim,295378,295458,0.08027,five,SATISFIED,SATISFIED
Sensor2,ruim,295476,295557,0.08052,five,SATISFIED,SATISFIED
Sensor2,medio,295875,295959,0.08404,five,SATISFIED,SATISFIED
Sensor2,ruim,296075,296156,0.08081,five,SATISFIED,SATISFIED
Sensor2,ruim,296674,296756,0.08183,five,SATISFIED,SATISFIED
Sensor2,ruim,296776,296859,0.08242,five,SATISFIED,SATISFIED
Sensor2,ruim,296879,296959,0.08007,five,SATISFIED,SATISFIED
Sensor2,ruim,297473,297556,0.08294,five,SATISFIED,SATISFIED
Sensor2,ruim,298077,298158,0.0813,five,SATISFIED,SATISFIED
Sensor2,medio,299079,299158,0.07899,five,SATISFIED,SATISFIED
Sensor2,ruim,299278,299358,0.08015,five,SATISFIED,SATISFIED
Sensor2,medio,300576,300659,0.08245,five,SATISFIED,SATISFIED
Sensor2,ruim,300.68,300761,0.08088,five,SATISFIED,SATISFIED
Sensor2,ruim,300781,300859,0.0774,five,SATISFIED,SATISFIED
Sensor2,ruim,301079,301.16,0.08152,five,SATISFIED,SATISFIED
Sensor2,medio,301978,302058,0.07994,five,SATISFIED,SATISFIED
Sensor2,bom,302078,302159,0.08107,five,SATISFIED,SATISFIED
Sensor2,ruim,307775,307857,0.08185,five,SATISFIED,SATISFIED
Sensor2,medio,310375,310457,0.08162,five,SATISFIED,SATISFIED
Sensor2,bom,310675,310757,0.08152,five,SATISFIED,SATISFIED
Sensor2,ruim,315376,315456,0.08005,five,SATISFIED,SATISFIED
Sensor2,bom,315877,315957,0.07988,five,SATISFIED,SATISFIED
Sensor2,ruim,316776,316857,0.08123,five,SATISFIED,SATISFIED
Sensor2,ruim,316977,317057,0.07948,five,SATISFIED,SATISFIED
Sensor2,medio,326475,326557,0.08214,five,SATISFIED,SATISFIED
Sensor2,ruim,326879,326962,0.08314,five,SATISFIED,SATISFIED
Sensor2,ruim,329975,330057,0.08243,five,SATISFIED,SATISFIED
Sensor2,medio,332876,332955,0.07909,five,SATISFIED,SATISFIED
Sensor2,bom,332974,333056,0.08281,five,SATISFIED,SATISFIED
Sensor2,ruim,336878,336957,0.07918,five,SATISFIED,SATISFIED
Sensor2,ruim,337876,337956,0.07997,five,SATISFIED,SATISFIED
Sensor2,bom,338475,338554,0.07893,five,SATISFIED,SATISFIED
Sensor2,ruim,338779,338856,0.07768,five,SATISFIED,SATISFIED
Sensor2,ruim,339977,340057,0.07956,five,SATISFIED,SATISFIED
Sensor2,ruim,340077,340.16,0.08213,five,SATISFIED,SATISFIED
Sensor2,ruim,340279,340359,0.08037,five,SATISFIED,SATISFIED
Sensor2,ruim,340673,340754,0.08151,five,SATISFIED,SATISFIED
Sensor2,ruim,340877,340959,0.08159,five,SATISFIED,SATISFIED
Sensor2,ruim,340978,341059,0.08038,five,SATISFIED,SATISFIED
Sensor2,ruim,341179,341259,0.0799,five,SATISFIED,SATISFIED
Sensor2,ruim,341675,341758,0.08255,five,SATISFIED,SATISFIED
Sensor2,ruim,341881,341.96,0.07856,five,SATISFIED,SATISFIED
Sensor2,bom,342677,342758,0.08087,five,SATISFIED,SATISFIED
Sensor2,medio,343078,343158,0.08054,five,SATISFIED,SATISFIED
Sensor2,ruim,343278,343356,0.07852,five,SATISFIED,SATISFIED
Sensor2,medio,343875,343957,0.08244,five,SATISFIED,SATISFIED
Sensor2,medio,344177,344261,0.08469,five,SATISFIED,SATISFIED
Sensor2,ruim,344876,344.96,0.08437,five,SATISFIED,SATISFIED
Sensor2,medio,346579,346659,0.07988,five,SATISFIED,SATISFIED
Sensor2,ruim,346779,346859,0.08014,five,SATISFIED,SATISFIED
Sensor2,ruim,347878,347957,0.07879,five,SATISFIED,SATISFIED
Sensor2,ruim,348076,348156,0.07972,five,SATISFIED,SATISFIED
Sensor2,medio,348876,348957,0.08163,five,SATISFIED,SATISFIED
Sensor2,ruim,348978,349061,0.08264,five,SATISFIED,SATISFIED
Sensor2,ruim,351976,352057,0.0809,five,SATISFIED,SATISFIED
Sensor2,ruim,352275,352357,0.08166,five,SATISFIED,SATISFIED
Sensor2,ruim,352677,352758,0.08137,five,SATISFIED,SATISFIED
Sensor2,bom,353175,353257,0.08133,five,SATISFIED,SATISFIED
Sensor2,medio,355772,355856,0.0835,five,SATISFIED,SATISFIED
Sensor2,bom,356075,356156,0.0804,five,SATISFIED,SATISFIED
Sensor2,ruim,356778,356859,0.08149,five,SATISFIED,SATISFIED
Sensor2,medio,357076,357157,0.08138,five,SATISFIED,SATISFIED
Sensor2,medio,358677,358759,0.08195,five,SATISFIED,SATISFIED
Sensor2,bom,358975,359055,0.07957,five,SATISFIED,SATISFIED
Sensor2,medio,359375,359456,0.08105,five,SATISFIED,SATISFIED
Sensor2,bom,359677,359757,0.0801,five,SATISFIED,SATISFIED
Sensor2,ruim,363076,363159,0.08229,five,SATISFIED,SATISFIED
Sensor2,ruim,363476,363558,0.08195,five,SATISFIED,SATISFIED
Sensor2,ruim,363578,363662,0.08338,five,SATISFIED,SATISFIED
Sensor2,medio,364078,364159,0.08115,five,SATISFIED,SATISFIED
Sensor2,ruim,365276,365357,0.08048,five,SATISFIED,SATISFIED
Sensor2,medio,365378,365.46,0.08192,five,SATISFIED,SATISFIED
Sensor2,ruim,365.58,365.66,0.07988,five,SATISFIED,SATISFIED
Sensor2,medio,365.88,365957,0.07761,five,SATISFIED,SATISFIED
Sensor2,medio,366079,366157,0.07824,five,SATISFIED,SATISFIED
Sensor2,ruim,369675,369758,0.08233,five,SATISFIED,SATISFIED
Sensor2,medio,371777,371857,0.07957,five,SATISFIED,SATISFIED
Sensor2,bom,372076,372158,0.08244,five,SATISFIED,SATISFIED
Sensor2,ruim,374176,374257,0.0807,five,SATISFIED,SATISFIED
Sensor2,bom,374776,374857,0.08033,five,SATISFIED,SATISFIED
Sensor2,medio,375974,376058,0.08414,five,SATISFIED,SATISFIED
Sensor2,ruim,376376,376459,0.08272,five,SATISFIED,SATISFIED
Sensor2,ruim,376.48,376561,0.08148,five,SATISFIED,SATISFIED
Sensor2,ruim,376682,376759,0.07652,five,SATISFIED,SATISFIED
Sensor2,ruim,376879,376958,0.07927,five,SATISFIED,SATISFIED
Sensor2,bom,377079,377159,0.07965,five,SATISFIED,SATISFIED
Sensor2,ruim,377878,377958,0.07987,five,SATISFIED,SATISFIED
Sensor2,ruim,377978,378.06,0.0816,five,SATISFIED,SATISFIED
Sensor2,ruim,385976,386059,0.08264,five,SATISFIED,SATISFIED
Sensor2,ruim,386878,386958,0.08001,five,SATISFIED,SATISFIED
Sensor2,medio,387083,387.16,0.07689,five,SATISFIED,SATISFIED
Sensor2,medio,387876,387957,0.08039,five,SATISFIED,SATISFIED
Sensor2,bom,388175,388256,0.08075,five,SATISFIED,SATISFIED
Sensor2,ruim,390073,390155,0.08264,five,SATISFIED,SATISFIED
Sensor2,ruim,390975,391058,0.08356,five,SATISFIED,SATISFIED
Sensor2,ruim,391176,391256,0.07925,five,SATISFIED,SATISFIED
Sensor2,ruim,391276,391358,0.08205,five,SATISFIED,SATISFIED
Sensor2,ruim,391378,391457,0.07915,five,SATISFIED,SATISFIED
Sensor2,medio,391875,391.96,0.08562,five,SATISFIED,SATISFIED
Sensor2,bom,391982,392.06,0.07783,five,SATISFIED,SATISFIED
Sensor2,medio,402378,402459,0.08164,five,SATISFIED,SATISFIED
Sensor2,bom,402.48,402559,0.07907,five,SATISFIED,SATISFIED
Sensor2,ruim,403775,403857,0.08144,five,SATISFIED,SATISFIED
Sensor2,medio,405877,405958,0.08106,five,SATISFIED,SATISFIED
Sensor2,medio,406182,406262,0.08001,five,SATISFIED,SATISFIED
Sensor2,ruim,407378,407458,0.08036,five,SATISFIED,SATISFIED
Sensor2,medio,407876,407957,0.08162,five,SATISFIED,SATISFIED
Sensor2,bom,407978,408059,0.08126,five,SATISFIED,SATISFIED
Sensor2,medio,413379,413459,0.08044,five,SATISFIED,SATISFIED
Sensor2,medio,413.48,413562,0.08205,five,SATISFIED,SATISFIED
Sensor2,ruim,423481,423562,0.08019,five,SATISFIED,SATISFIED
Sensor2,medio,423777,423858,0.08116,five,SATISFIED,SATISFIED
Sensor2,bom,424076,424157,0.0811,five,SATISFIED,SATISFIED
Sensor2,ruim,425775,425857,0.08215,five,SATISFIED,SATISFIED
Sensor2,medio,426976,427058,0.08224,five,SATISFIED,SATISFIED
Sensor2,ruim,427078,427161,0.08272,five,SATISFIED,SATISFIED
Sensor2,medio,432974,433056,0.0819,five,SATISFIED,SATISFIED
Sensor2,bom,433276,433357,0.08077,five,SATISFIED,SATISFIED
Sensor2,ruim,435.28,435361,0.08147,five,SATISFIED,SATISFIED
Sensor2,medio,435874,435957,0.08295,five,SATISFIED,SATISFIED
Sensor2,bom,436077,436157,0.07947,five,SATISFIED,SATISFIED
Sensor2,medio,439479,439559,0.07971,five,SATISFIED,SATISFIED
Sensor2,bom,439579,439.66,0.08152,five,SATISFIED,SATISFIED
Sensor2,medio,441078,441159,0.08048,five,SATISFIED,SATISFIED
Sensor2,bom,441179,441259,0.08033,five,SATISFIED,SATISFIED
Sensor2,ruim,449681,449.76,0.07881,five,SATISFIED,SATISFIED
Sensor2,ruim,450477,450557,0.07992,five,SATISFIED,SATISFIED
Sensor2,ruim,451078,451157,0.07962,five,SATISFIED,SATISFIED
Sensor2,ruim,451178,451257,0.07975,five,SATISFIED,SATISFIED
Sensor2,ruim,451279,451362,0.08302,five,SATISFIED,SATISFIED
Sensor2,ruim,453072,453157,0.08405,five,SATISFIED,SATISFIED
Sensor2,ruim,453.38,453458,0.0783,five,SATISFIED,SATISFIED
Sensor2,ruim,454175,454258,0.08273,five,SATISFIED,SATISFIED
Sensor2,medio,454477,454558,0.08056,five,SATISFIED,SATISFIED
Sensor2,medio,458775,458856,0.0816,five,SATISFIED,SATISFIED
Sensor2,ruim,459179,459257,0.0784,five,SATISFIED,SATISFIED
Sensor2,medio,460375,460456,0.08114,five,SATISFIED,SATISFIED
Sensor2,bom,460578,460656,0.07742,five,SATISFIED,SATISFIED
Sensor2,ruim,464175,464256,0.08092,five,SATISFIED,SATISFIED
Sensor2,medio,470275,470358,0.08243,five,SATISFIED,SATISFIED
Sensor2,ruim,470379,470462,0.08338,five,SATISFIED,SATISFIED
Sensor2,medio,470976,471058,0.08179,five,SATISFIED,SATISFIED
Sensor2,bom,471876,471958,0.08232,five,SATISFIED,SATISFIED
Sensor2,ruim,476277,476361,0.08356,five,SATISFIED,SATISFIED
Sensor2,bom,477.88,477.96,0.08012,five,SATISFIED,SATISFIED
Sensor2,medio,487179,487259,0.07975,five,SATISFIED,SATISFIED
Sensor2,bom,487278,487.36,0.08167,five,SATISFIED,SATISFIED
Sensor2,ruim,489078,489156,0.07821,five,SATISFIED,SATISFIED
Sensor2,bom,489774,489856,0.08137,five,SATISFIED,SATISFIED
Sensor2,ruim,491078,491156,0.0783,five,SATISFIED,SATISFIED
Sensor2,ruim,491177,491258,0.08117,five,SATISFIED,SATISFIED
Sensor2,ruim,492.88,492959,0.07919,five,SATISFIED,SATISFIED
Sensor2,medio,493677,493759,0.08223,five,SATISFIED,SATISFIED
Sensor2,ruim,493.78,493.86,0.08059,five,SATISFIED,SATISFIED
Sensor2,medio,494.68,494.76,0.0799,five,SATISFIED,SATISFIED
Sensor2,ruim,494781,494861,0.08003,five,SATISFIED,SATISFIED
Sensor2,ruim,494883,494961,0.07885,five,SATISFIED,SATISFIED
Sensor2,ruim,495081,495159,0.07835,five,SATISFIED,SATISFIED
Sensor2,ruim,496175,496258,0.08257,five,SATISFIED,SATISFIED
Sensor2,ruim,496379,496457,0.07778,five,SATISFIED,SATISFIED
Sensor2,ruim,505574,505656,0.0824,five,SATISFIED,SATISFIED
Sensor2,ruim,505778,505.86,0.08155,five,SATISFIED,SATISFIED
Sensor2,ruim,507377,507455,0.07774,five,SATISFIED,SATISFIED
Sensor2,ruim,507879,507958,0.07901,five,SATISFIED,SATISFIED
Sensor2,ruim,511775,511857,0.08142,five,SATISFIED,SATISFIED
Sensor2,medio,512976,513057,0.08096,five,SATISFIED,SATISFIED
Sensor2,bom,513178,513258,0.08005,five,SATISFIED,SATISFIED
Sensor2,medio,518676,518.76,0.08458,five,SATISFIED,SATISFIED
Sensor2,bom,518782,518861,0.07982,five,SATISFIED,SATISFIED
Sensor2,ruim,519876,519957,0.08061,five,SATISFIED,SATISFIED
Sensor2,medio,520575,520658,0.08282,five,SATISFIED,SATISFIED
Sensor2,bom,520678,520759,0.08055,five,SATISFIED,SATISFIED
Sensor2,ruim,523478,523556,0.07873,five,SATISFIED,SATISFIED
Sensor2,ruim,523679,523757,0.07762,five,SATISFIED,SATISFIED
Sensor2,ruim,529578,529.66,0.08208,five,SATISFIED,SATISFIED
Sensor2,medio,533.28,533361,0.0818,five,SATISFIED,SATISFIED
Sensor2,ruim,533.48,533559,0.07901,five,SATISFIED,SATISFIED
Sensor2,medio,533878,533959,0.08091,five,SATISFIED,SATISFIED
Sensor2,bom,533.98,534058,0.07812,five,SATISFIED,SATISFIED
Sensor2,medio,537776,537856,0.07996,five,SATISFIED,SATISFIED
Sensor2,bom,537877,537959,0.08195,five,SATISFIED,SATISFIED
Sensor2,ruim,538976,539057,0.08153,five,SATISFIED,SATISFIED
Sensor2,ruim,539476,539557,0.08168,five,SATISFIED,SATISFIED
Sensor2,ruim,541078,541156,0.07803,five,SATISFIED,SATISFIED
Sensor2,ruim,541176,541258,0.08164,five,SATISFIED,SATISFIED
Sensor2,ruim,541976,542057,0.08071,five,SATISFIED,SATISFIED
Sensor2,ruim,545976,546058,0.08212,five,SATISFIED,SATISFIED
Sensor2,ruim,546377,546458,0.08132,five,SATISFIED,SATISFIED
Sensor2,ruim,554479,554556,0.07715,five,SATISFIED,SATISFIED
Sensor2,medio,554577,554.66,0.08246,five,SATISFIED,SATISFIED
Sensor2,bom,554.68,554758,0.07889,five,SATISFIED,SATISFIED
Sensor2,medio,561.48,561558,0.07859,five,SATISFIED,SATISFIED
Sensor2,medio,561877,561958,0.08009,five,SATISFIED,SATISFIED
Sensor2,medio,565975,566057,0.0822,five,SATISFIED,SATISFIED
Sensor2,ruim,566374,566457,0.0834,five,SATISFIED,SATISFIED
Sensor2,medio,568074,568156,0.08215,five,SATISFIED,SATISFIED
Sensor2,bom,568177,568.26,0.08348,five,SATISFIED,SATISFIED
Sensor2,medio,568379,568458,0.07904,five,SATISFIED,SATISFIED
Sensor2,ruim,568478,568559,0.08075,five,SATISFIED,SATISFIED
